prop_name,prop_type,street,zipcode,bathroom,bedroom
Trendy SF Apartment,Apartment,"Van Ness Avenue, San Francisco, CA 94109, United States",94109,1,1
Bright 1 Bedroom in Great Location!,Apartment,"San Francisco, CA, United States",,1,1
Executive studio Russian Hill,Apartment,"Larkin Street, San Francisco, CA 94109, United States",94109,1,0
Wonderful Home with Private Terrace,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,1
Modern SF Gem in Marina/Cow Hollow,House,"Filbert Street, San Francisco, CA 94123, United States",94123,2,1
Studio with beautiful garden,Apartment,"Green Street, San Francisco, CA 94109, United States",94109,1,0
"Room, 4 level condo, amazing views and location",House,"Southard Place, San Francisco, CA 94109, United States",94109,1,0
Russian Hill Private Studio,Apartment,"Filbert Street, San Francisco, CA 94109, United States",94109,1,0
Huge private room in Russian Hill,House,"Vallejo Street, San Francisco, CA 94109, United States",94109,1,1
Charming flat in amazing Russian Hill,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,1
Russian Hill Hydeaway,Apartment,"Vallejo Street, San Francisco, CA 94109, United States",94109,1,1
Fisherman's Wharf NYE - 12/30 - 1/3,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,1
"Three Bedroom, City View Residence",Loft,"North Point Street, San Francisco, CA 94109, United States",94109,4,3
Charming Victorian North Beach Flat,Apartment,"Powell Street, San Francisco, CA 94133, United States",94133,1,1
San Francisco Bay view of Alcatraz ,House,"Larkin St, San Francisco, CA 94109, United States",94109,1,1
Family-friendly 2BR home in best SF neighborhood,Apartment,"Valparaiso Street, San Francisco, CA 94133, United States",94133,1,2
1 Private Room & Bath w/Roof Deck!,Apartment,"Greenwich Street, San Francisco, CA 94133, United States",94133,1,1
Suites at Fisherman's Wharf - 1br,Condominium,"Hyde Street, San Francisco, CA 94109, United States",94109,1,1
Top of Russian Hill,Condominium,"Green Street, San Francisco, CA 94109, United States",94109,1,1
2br/1ba NEAR AMERICA'S CUP RACE!!!,Apartment,"Bay Street, San Francisco, CA 94133, United States",94133,1,2
Heart of North Beach.Fisherman's Wharf blocks away,Apartment,"Green Street, San Francisco, CA 94133, United States",94133,1,1
Modern 3bd near Super Bowl City,Apartment,"Vallejo Street, San Francisco, CA 94109, United States",94109,2,3
Large 2BR/2BA apt in Russian Hill,Apartment,"Van Ness Avenue, San Francisco, CA 94109, United States",94109,2,2
North Beach - 2 bed - modern,Apartment,"Greenwich Street, San Francisco, CA 94133, United States",94133,1,2
"2 bedroom Apt.  Large eat in Kitchen,  Very Clean",Apartment,"San Francisco, CA 94133, United States",94133,1,2
Private Pad atop Russian Hill,Apartment,"San Francisco, CA, United States",,1,1
Remodeled 2 bedroom in Russian Hill,Apartment,"Broadway Street, San Francisco, CA 94109, United States",94109,1,2
2-Bed Condo Russian Hill / Polk St,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,2
Charming apartment in North Beach,Apartment,"Grant Avenue, San Francisco, CA 94133, United States",94133,1,1
Suites at Fisherman's Wharf,Condominium,"Hyde Street, San Francisco, CA 94109, United States",94109,1,1
GG Bridge Views in Russian Hill,House,"Larkin Street, San Francisco, CA 94109, United States",94109,3,2
4th of July at Fisherman's Wharf,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,2
1 Bedroom in Russian Hill,House,"Filbert Street, San Francisco, CA 94133, United States",94133,1,1
Beautiful North Beach Apartment,Apartment,"Filbert Street, San Francisco, CA 94133, United States",94133,1,2
"Upscale Home - Perfect Location, Walk Everywhere",Apartment,"Bay Street, San Francisco, CA 94109, United States",94109,2,2
Room on Russian Hill with view,Apartment,"Green Street, San Francisco, CA 94109, United States",94109,1,1
Views! Charming room & ideal locale,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,1
Sunny Private Room in North Beach,Apartment,"Vallejo Street, San Francisco, CA 94133, United States",94133,1,1
Charming Green Room,Apartment,"Waldo Alley, San Francisco, CA 94109, United States",94109,1,1
Huge studio at the top of Russian Hill,Apartment,"San Francisco, CA, United States",,1,1
The Best Studio in San Francisco!,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,0
Private Room in North Beach,Apartment,"Vallejo Street, San Francisco, CA 94133, United States",94133,1,1
Classic Russian Hill Flat,Apartment,"Green Street, San Francisco, CA 94109, United States",94109,2,2
Modern Lux Apt w Bay Views & Garden,Apartment,"Union Street, San Francisco, CA 94133, United States",94133,1.5,1
SF Oasis Near Pier 39 | Shared Apt w/ Great View,Apartment,"Mason Street, San Francisco, CA 94133, United States",94133,1,1
Great Russian Hill Location,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,1
Airy Modern NorthBeach Private Room,Apartment,"Taylor Street, San Francisco, CA 94133, United States",94133,1.5,1
Private Room in 3 bedroom Flat,Apartment,"Greenwich Street, San Francisco, CA 94133, United States",94133,1,1
2BD Russian Hill Hideaway,Apartment,"Russell Street, San Francisco, CA 94109, United States",94109,1,2
SF Luxury Flat Spectacular Views,House,"Jones Street, San Francisco, CA 94133, United States",94133,2,3
TWO Private Rooms: Perfect Location for Work/Play,Apartment,"Card Alley, San Francisco, CA 94133, United States",94133,1,2
Perfect NYE getaway in Russian Hill,Apartment,"Union Street, San Francisco, CA 94109, United States",94109,1,1
"Large North Beach apt, perfect for family w/kids!",Condominium,"Columbus Avenue, San Francisco, CA 94133, United States",94133,2,2
2bed-rm Suites at Fisherman's Wharf,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,2
Bay view by the beach Russian Hill,Apartment,"Chestnut Street, San Francisco, CA 94109, United States",94109,1,1
Apartment in Russian Hill,Apartment,"Larkin Street, San Francisco, CA 94109, United States",94109,1,2
GREAT PRIVATE SUITE IN MARINA  BEST,Apartment,"Larkin and bay, San Francisco, CA 94109, United States",94109,1,1
Suites @ Fisherman's Wharf - 2br,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,2
Gorgeous condo near waterfront,Apartment,"North Point Street, San Francisco, CA 94109, United States",94109,2,2
Beautiful Russian Hill Apartment,Apartment,"Leavenworth Street, San Francisco, CA 94133, United States",94133,1,1
Quintessential San Francisco on Russian Hill,Apartment,"Aladdin Terrace, San Francisco, CA 94133, United States",94133,1,2
Stunning Alcatraz Views,House,"Union Street, San Francisco, CA 94133, United States",94133,2,2
Charming Russian Hill Studio,Apartment,"Filbert Street, San Francisco, CA 94109, United States",94109,1,0
Russian Hill Top Floor Condo,Apartment,"Leavenworth Street, San Francisco, CA 94109, United States",94109,1,2
"Spacious, sunny bedroom for exploring SF",Apartment,"Columbus Ave, San Francisco, CA 94133, United States",94133,,1
Private Guest Room in North Beach,Apartment,"Vallejo Street, San Francisco, CA 94133, United States",94133,1,1
Charming Place in Russian Hill. Great City View!,House,"Broadway, San Francisco, CA 94133, United States",94133,1,1
Modern Spacious Full Floor Flat in Russian Hill,Apartment,"Broadway, San Francisco, CA 94109, United States",94109,2,1
Fantastic Location Charming Home Near Waterfront,Apartment,"A Bay Street, San Francisco, CA 94109, United States",94109,1,1
Gorgeous Russian Hill Apartment - 1 Bed / 1 Bath,Condominium,"Lombard Street, San Francisco, CA 94133, United States",94133,1,1
Russian Hill Gem! Private BD in 3 BD apartment,Apartment,"Green Street, San Francisco, CA 94109, United States",94109,1,1
Great location for business travelers and tourists,Apartment,"Union Street, San Francisco, CA 94109, United States",94109,2,3
In the Heart of SF w/  Bay Views,Apartment,"Bay Street, San Francisco, CA 94109, United States",94109,1,1
Amazing Location and Fab Bay Views,Apartment,"Aladdin Terrace, San Francisco, CA 94133, United States",94133,1,2
Quintessential Russian Hill 2BR Apt,Apartment,"Filbert St, San Francisco, CA 94109, United States",94109,1.5,1
Top 2bdr Russian Hill Edwardn condo,House,"Bonita Street, San Francisco, CA 94109, United States",94109,1,2
Charming 1 Bedrm Fishermans Wharf,Apartment,"Hyde Street, San Francisco, CA 94109, United States",94109,1,1
Studio Russian Hill San Francisco,Apartment,"Green Street, San Francisco, CA 94109, United States",94109,1,1
Bay view in prime location n/beach,Apartment,"Chestnut St, San Francisco, CA 94109, United States",94109,1,1
Victorian studio in russian hill,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,0
Real Central San Francisco Flat ,Apartment,"Van Ness Avenue, San Francisco, CA 94109, United States",94109,1,0
North Beach apt for Super Bowl,Apartment,"Powell Street, San Francisco, CA 94133, United States",94133,1,2
Bay windows and GG bridge view,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,2
Giant Family Friendly 2 Story Condo In Heart of SF,Condominium,"Vallejo Street, San Francisco, CA 94109, United States",94109,2,2
Charming Lrg 1 bdrm w/stunning view,Apartment,"Jones Street, San Francisco, CA 94133, United States",94133,1,1
Beautiful Russian Hill Studio Apt,Apartment,"Taylor Street, San Francisco, CA 94133, United States",94133,1,0
Russian Hill's Panoramic Penthouse!,Condominium,"Bret Harte Terrace, San Francisco, CA 94133, United States",94133,1,1
"Lovely, central 1bd w/ full kitchen",Apartment,"Bay Street, San Francisco, CA 94109, United States",94109,1,0
1 bed in Remodeled Apt North Beach,Apartment,"Filbert Street, San Francisco, CA 94133, United States",94133,1,1
1 bedroom in Russian Hill flat,House,"Union St, San Francisco, CA 94109, United States",94109,1,1
3br Luxury living in Russian Hill,Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,2,3
Furnished in the Best Location,Apartment,"Union Street, San Francisco, CA 94109, United States",94109,1,1
Stunning room in Fisherman's Wharf,Apartment,"San Francisco, CA 94133, United States",94133,1,1
Private Master Suite in the Heart of Russian Hill,Apartment,"San Francisco, CA, United States",,1,1
San Francisco Apartment Room,Apartment,"Van Ness Avenue, San Francisco, CA 94109, United States",94109,1,1
Luxury Flat with Panoramic Views  ,Apartment,"Lombard Street, San Francisco, CA 94109, United States",94109,1,2
Bedroom in Central Russian Hill Apartment,Apartment,"Green Street, San Francisco, CA 94109, United States",94109,1,1
Spectacular Bay View Russian Hill,Apartment,"Bay St, San Francisco, CA 94109, United States",94109,1,2
"Spacious, Classic North Beach Suite",Apartment,"Scotland Street, San Francisco, CA 94133, United States",94133,1,1
Holiday special in the woods of Russian Hil,Apartment,"Macondray Lane, San Francisco, CA 94133, United States",94133,1,0
Furnished San Francisco Apartment,Apartment,"Larkin Street, San Francisco, CA 94109, United States",94109,1,1
☞ 300° Rooftop View | ❤ of North Beach,House,"Vallejo Street, San Francisco, CA 94133, United States",94133,1,1
HONEYMOON SWEET -  FABULOUS VIEWS - 1+ bedrooms,House,"Green Street, San Francisco, CA 94123, United States",94123,1,1
Amazing Location 2 Private Bedrooms or Living Room,House,"Card Alley, San Francisco, CA 94133, United States",94133,1,2
House At The Center of The Action!!,House,"Greenwich Street, San Francisco, CA 94109, United States",94109,3,5
Beautiful Condo w/ View of the City,Condominium,"Fallon Place, San Francisco, CA 94133, United States",94133,1,1
"Spacious 1B,-Near Fisherman's Wharf",Apartment,"Polk Street, San Francisco, CA 94109, United States",94109,1,1
Private room in historic North Beach with parking,Apartment,"Jones Street, San Francisco, CA 94133, United States",94133,1.5,1
Mercurio's Marina Style SF Home,House,"North Point Street, San Francisco, CA 94109, United States",94109,1,3
"Unbelievable views, 3BR/3BA house in top location",House,"Jones Street, San Francisco, CA 94109, United States",94109,3,3
Excellent Room in North Beach,Apartment,"San Francisco, CA 94133, United States",94133,1,1
"Large, sunny room in great apt",Apartment,"23rd Street, San Francisco, CA 94114, United States",94114,1.5,1
"hacker house PRIVATE Studio ""NYC""",House,"23rd Street, San Francisco, CA 94114, United States",94114,1,1
Beautiful Noe Valley Victorian 4 Bedrooms,Apartment,"A Diamond Street, San Francisco, CA 94114, United States",94114,1.5,4
Quiet cottage,Guesthouse,"27th Street, San Francisco, CA 94131, United States",94131,1,1
Sunny twin bedroom overlooks garden,House,"29th Street, San Francisco, CA 94131, United States",94131,1,1
Lovely apartment in Noe Valley!,Apartment,"22nd Street, San Francisco, CA 94114, United States",94114,1,1
Gorgeous Private House in Bourgeois Noe Valley,House,"Douglass Street, San Francisco, CA 94114, United States",94114,2,3
Hidden Cottage in Noe Valley,Guesthouse,"Noe Street, San Francisco, CA 94114, United States",94114,1,0
"Charming Noe Valley Victorian Flat, extra large!",Apartment,"Elizabeth Street, San Francisco, CA 94114, United States",94114,1.5,2
"Cozy, sunny room in Noe Valley",House,"Sanchez Street, San Francisco, CA 94114, United States",94114,1,1
Penthouse with amazing views,Apartment,"Portola Drive, San Francisco, CA 94131, United States",94131,2,1
Hip Art deco 1 bdr-  Sunny Mission Dolores,Apartment,"Dolores Street, San Francisco, CA 94110, United States",94110,1,1
Cozy studio in Noe Valley,Apartment,"Noe Street, San Francisco, CA 94131, United States",94131,1,0
Amazing co-living home in the Mission / Noe Valley,House,"Dolores Street, San Francisco, CA 94110, United States",94110,2,1
SF city views in Noe Valley!,Apartment,"Vicksburg Street, San Francisco, CA 94114, United States",94114,1,1
Spacious Private 1 bedroom - Noe Valley,Apartment,"Day Street, San Francisco, CA 94131, United States",94131,1,1
Charming Noe Valley Garden Oasis ,Apartment,"28th St, San Francisco, CA 94131, United States",94131,1,1
Bright 2BR/2BA Castro Condo,Apartment,"Grand View Avenue, San Francisco, CA 94114, United States",94114,2,2
Private Rm in 1870s Edwardian House,House,"29th Street, San Francisco, CA 94131, United States",94131,2,1
Cozy flat in Noe Valley SF,Apartment,"24th Street, San Francisco, CA 94114, United States",94114,1,2
Spacious Flat in Fabulous Noe!,Apartment,"22nd Street, San Francisco, CA 94114, United States",94114,1,1
Large one bedroom in Noe Valley.,Apartment,"Jersey Street, San Francisco, CA 94114, United States",94114,1,1
Noe Valley Garden Flat,Condominium,"27th Street, San Francisco, CA 94131, United States",94131,1,2
Single Family Home in Noe Valley!,House,"Newburg Street, San Francisco, CA 94131, United States",94131,2,3
Cozy mission room near Noe and Dolores park,House,"Dolores Street, San Francisco, CA 94110, United States",94110,3.5,1
Modern City Luxury - One-Bedroom,Apartment,"Vicksburg Street, San Francisco, CA 94114, United States",94114,1,1
1906 Victorian in Noe Valley!,House,"22nd Street, San Francisco, CA 94114, United States",94114,1,1
270 degree view in Noe Valley Flat,Apartment,"Cesar Chavez St, San Francisco, CA 94131, United States",94131,1.5,1
